ssid,bssid,encryption,vendor,longitude,latitude
geckos,18:83:bf:89:a7:5c,[WPA2-PSK-CCMP-preauth][ESS],Arcadyan Technology Corporation,8.64503973893031,49.8789346532126
FRITZ!Box Fon WLAN 7170,00:1a:4f:96:80:f8,[WPA-PSK-TKIP][ESS],AVM GmbH,8.65573720852376,49.8618871181399
CWXXDRXY,9c:80:df:04:2a:62,[WPA2-PSK-CCMP][ESS],Arcadyan Technology Corporation,8.65119156740945,49.858743611803
Volkswagen45478,00:06:c6:31:b1:a6,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,lesswire AG,8.66163326295491,49.8584822462503
FRITZ!Box 7362 SL,c8:0e:14:67:2d:55,"",AVM Audiovisuelles Marketing und Computersysteme GmbH,8.664172,49.882459
Telekom_FON,d4:21:22:8b:fc:3e,"",Sercomm Corporation,8.6442662,49.8693642
eduroam,64:ae:0c:86:5f:dc,"","Cisco Systems, Inc",8.6544947,49.87765
UPC1807555,c4:27:95:83:f3:a4,"",Technicolor CH USA Inc.,8.6423533,49.8706664
WAP-6010,a0:f3:c1:4b:4e:38,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.64048896702655,49.8787150829582
Kuenstlerwerkstatt,08:95:2a:5b:75:4c,"",Technicolor CH USA Inc.,8.6665888,49.8695366
TEnet-Mac,d8:c7:c8:1a:1d:8f,[WPA2-EAP-CCMP][ESS],Aruba Networks,8.64140253176226,49.8826034193713
FRITZ!Box 7490,34:81:c4:bb:72:fe,[WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.65069196369638,49.8690696967168
FST-WLAN-2,00:18:4d:81:9d:4e,"",NETGEAR,8.6574098,49.8758113
Home,c0:25:06:03:8a:ad,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.65077360620812,49.8582342354578
UPC5575094,b0:c2:87:ea:d8:4d,"",Technicolor CH USA Inc.,8.6665888,49.8695366
MegaRed2,74:da:38:0a:9f:0f,"",Edimax Technology Co. Ltd.,8.668489,49.884538
Hali Gali,94:4a:0c:3a:83:1e,"",Sercomm Corporation,8.651079,49.8728178
Wichtelnetz,e8:94:f6:78:9a:a4,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.6717603867804,49.860401453681
FRITZ!Box 7490,38:10:d5:05:6f:8d,"",AVM Audiovisuelles Marketing und Computersysteme GmbH,8.6419714,49.8754335
UPC5860449,08:95:2a:5c:83:73,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Technicolor CH USA Inc.,8.64534024219766,49.8600239566958
WLAN7390,c0:25:06:a5:80:e0,"",AVM GmbH,8.6768102,49.8683484
Moritz WG 74,c0:4a:00:42:35:92,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.6704883,49.8819885
Telekom,7c:95:f3:7b:f0:d0,"","Cisco Systems, Inc",8.642308,49.8635529
propperdx1,c0:25:06:30:6c:6e,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.64236668268295,49.8611144131191
Telekom,a0:cf:5b:c3:38:ee,"","Cisco Systems, Inc",8.660244,49.88927
evonik_hotspot_guests,00:16:9d:64:85:21,"","Cisco Systems, Inc",8.6378093,49.8778504
EasyBox-707004,94:4a:0c:04:92:24,WPA-PSK-CCMP+TKIP,Sercomm Corporation,8.664015,49.881881
FRITZ!Box 7312,34:31:c4:81:1e:b7,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.6421701627479,49.8627361512274
frisia,bc:ee:7b:c4:80:38,"",ASUSTek COMPUTER INC.,8.6657724,49.8755047
SpeedTouchBC53DE,00:90:d0:f7:cb:d0,"",Thomson Telecom Belgium,8.660778,49.88927
WLAN-EDD324,00:1a:2a:ed:d3:aa,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Arcadyan Technology Corporation,8.66166332652896,49.8682360572277
DSW12-MCK,00:1a:4f:91:2b:d2,"",AVM GmbH,8.6696081,49.868892
Versatel-TL-66,00:1c:28:1e:44:69,[WPA2-PSK-CCMP][ESS],Sphairon Technologies GmbH,8.65852069819519,49.8595614855419
WLAN-56C243,bc:05:43:3f:44:06,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.65705260212874,49.8600379874879
Fnord,24:a4:3c:26:21:10,"",Ubiquiti Networks Inc.,8.6394855,49.8698192
TOTOLINK,78:44:76:23:05:4e,"",Zioncom Electronics (Shenzhen) Ltd.,8.67414864201889,49.8629257510279
yq,10:fe:ed:c2:4b:a7,[WPA2-PSK-CCMP][ESS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.65976681505793,49.8684051469547
KassennetzAdega,00:a0:57:1d:d9:33,"",LANCOM Systems GmbH,8.661412,49.879424
Shinuby,08:95:2a:0d:6e:f0,"",Technicolor CH USA Inc.,8.6718178,49.8702494
UPC2317841,c4:27:95:be:b9:b9,"",Technicolor CH USA Inc.,8.6450712,49.8706559
HP-Print-8C-Officejet Pro 6830,58:20:b1:6d:24:8c,"",Hewlett Packard,8.6412811,49.8628994
WLANALICE04,00:1d:19:31:93:c0,[WPA2-PSK-CCMP][WPS][ESS],Arcadyan Technology Corporation,8.64999078992134,49.8784092972808
myWlan,9c:c7:a6:bd:34:5c,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.65514587613176,49.8596722757928
WLAN-825666,d4:21:22:db:1f:ed,"",Sercomm Corporation,8.6417394,49.8631692
EchtEgal,88:f7:c7:51:5f:01,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Technicolor CH USA Inc.,8.65879735176213,49.8657449883319
WLAN-8CDC02,1c:c6:3c:8c:dc:4d,[WPA2-PSK-CCMP][WPS][ESS],Arcadyan Technology Corporation,8.64880808672087,49.8793493536945
FRITZ!Box 6320 v2 Cable,24:65:11:1d:9f:b4,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.65002674982187,49.8769262655343
Chinga tu Madre,08:bd:43:c0:65:b3,"",NETGEAR,8.6704768,49.8819727
UPC1751084,44:32:c8:fe:6c:15,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Technicolor CH USA Inc.,8.64590350209225,49.8592511153373
WLAN-533493,00:0e:8f:27:a6:55,[WPA2-PSK-CCMP][WPS][ESS],Sercomm Corp.,8.64554075275647,49.8600582189664
RoofTop,bc:05:43:c3:1f:4e,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],AVM GmbH,8.64949990819728,49.8839735821401
Harry,00:24:01:b8:8f:dd,WPA-PSK-CCMP+TKIP,D-Link Corporation,8.661827,49.881659
eduroam,d0:c7:89:48:98:24,"","Cisco Systems, Inc",8.672696099375,49.8605618610937
m3connect@DB,00:a0:57:24:c6:5b,"",LANCOM Systems GmbH,8.6513274,49.8728184
WLAN-A70E91,00:23:08:a7:0e:a4,"",Arcadyan Technology Corporation,8.677979,49.887978
M.BauschNET,00:15:0c:36:cc:89,"",AVM GmbH,8.6379725,49.8689436
WLAN-244421,d4:21:22:b0:b7:63,[WPA2-PSK-CCMP][WPS][ESS],Sercomm Corporation,8.65094997376002,49.883416731721
NETGEAR,00:1e:2a:5e:33:8e,[WPA-PSK-TKIP][ESS],NETGEAR,8.64724297179334,49.8814434013279
Horschi0307,88:f7:c7:4d:a2:c8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Technicolor CH USA Inc.,8.64919345779271,49.8664551171486
nash5G,e4:f4:c6:09:4f:50,"",NETGEAR,8.6768102,49.8683484
Sitecom3084bb,64:d1:a3:30:84:bb,"",Sitecom Europe BV,8.670568,49.881288
asdasdadad,00:04:0e:8f:f7:67,"",AVM GmbH,8.6454141,49.8695665
o2-WLAN86,9c:80:df:61:5e:19,"",Arcadyan Technology Corporation,8.6359675,49.8662487
FRITZ!Box 4020 WH,5c:49:79:38:5d:3b,"",AVM Audiovisuelles Marketing und Computersysteme GmbH,8.6404337,49.8684591
FRITZ!Box WLAN 3270,bc:05:43:7d:0b:1d,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.65625708635225,49.8814212981468
UPC1814402,c4:27:95:76:e0:94,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Technicolor CH USA Inc.,8.65410281503686,49.8665643555194
Cem,20:4e:7f:01:98:4a,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],NETGEAR,8.65692846384692,49.8824884634109
FRITZ!Box Fon WLAN 7170,00:15:0c:5a:46:75,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],AVM GmbH,8.6621485635934,49.8698847840978
o2-WLAN68,88:03:55:0d:3c:be,WPA2-PSK-CCMP-preauth,Arcadyan Technology Corporation,8.661885,49.880168
TP-LINK_70CAC4,14:cc:20:70:ca:c4,[WPA2-PSK-CCMP][WPS][ESS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.67010835694716,49.8609441609896
WLANKoKaBu,7c:4f:b5:94:ce:9c,"",Arcadyan Technology Corporation,8.6414906,49.8671717
anders frei sein,34:81:c4:fc:0b:11,[WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.6595064338703,49.871335131887
FRITZ!Box 7312,08:96:d7:8b:21:27,"",AVM GmbH,8.6425652,49.8652622
Nostradamus,00:1d:19:12:af:43,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-p,Arcadyan Technology Corporation,8.64880965377028,49.866603302041
ERROR 404 - Network not found,34:81:c4:00:12:4c,"",AVM GmbH,8.6421293,49.8634669
WLAN Kabel,5c:49:79:7c:b1:36,[WPA2-PSK-CCMP][WPS][ESS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64790809812562,49.8626404365952
FRITZ!Box Fon WLAN 7270,24:65:11:e2:4b:7d,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.66649976184321,49.8641563192065
WLAN-339608-APL,5c:dc:96:a6:9c:33,"",Arcadyan Technology Corporation,8.6781818,49.8733628
WLAN-05D100,1c:c6:3c:05:d1:ec,[WPA2-PSK-CCMP][WPS][ESS],Arcadyan Technology Corporation,8.65319701226207,49.8614486405267
EasyBox-242205,e0:60:66:4a:e8:48,"",Sercomm Corporation,8.6479118,49.87049675
devolo-f4068d08e102,f4:06:8d:08:e1:02,"",devolo AG,8.6430382,49.8648156
js,00:22:3f:24:04:3e,[WPA2-PSK-CCMP][ESS],NETGEAR,8.65904836973738,49.861842231845
Contel-Internet,50:67:f0:37:7d:71,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],ZyXEL Communications Corporation,8.63445675221122,49.8884473828991
Wehlan,00:17:9a:59:a0:45,"",D-Link Corporation,8.6624192,49.8693794
Anne W-Lan,18:83:bf:ad:84:38,"",Arcadyan Technology Corporation,8.657118,49.880235
Emcur,00:1f:33:bf:a4:b2,"",NETGEAR,8.6665888,49.8695366
WLAN-596250,74:31:70:59:62:86,"",Arcadyan Technology Corporation,8.6262155,49.8721015
GUDE,74:31:70:11:98:cc,WPA-PSK-CCMP+TKIP,Arcadyan Technology Corporation,8.661409,49.879763
sickeste WG-WLAN,34:81:c4:2d:6f:3a,"",AVM GmbH,8.6489347,49.87146765
fischernetz,bc:f2:af:d2:bc:a2,WPA2-PSK-CCMP,devolo AG,8.664006,49.879428
utittymedia,88:f7:c7:51:75:3f,"",Technicolor CH USA Inc.,8.673476,49.88027
TP-LINK_0728,60:e3:27:b8:07:28,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.6432333,49.8752245
UPC78A5E3F,54:67:51:01:dd:fc,"","Compal Broadband Networks, Inc.",8.665682,49.882721
evonik_hotspot_guests,00:12:da:e5:2b:31,"","Cisco Systems, Inc",8.6385934,49.8761511
B3D352,18:83:bf:b3:d3:b0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-p,Arcadyan Technology Corporation,8.65471175825593,49.8671503838096
eduroam,00:0b:0e:9e:09:40,"",Trapeze Networks,8.6409009,49.8661656
diesonnescheint,08:95:2a:5f:38:87,"",Technicolor CH USA Inc.,8.6555599,49.8728636
Devin260510,14:d6:4d:b6:03:88,"",D-Link International,8.6601573,49.8756573
PTP,c4:6e:1f:3a:9b:45,WPA-PSK-CCMP+TKIP,"TP-LINK TECHNOLOGIES CO.,LTD.",8.661101,49.880657
FRITZ!Box Fon WLAN 7112,00:24:fe:f9:be:cc,"",AVM GmbH,8.659123,49.876352
EasyBox-5AA444,50:7e:5d:5a:a4:32,"",Arcadyan Technology Corporation,8.6418479,49.8632225
HakunaMatata,4c:09:d4:67:0d:bc,"",Arcadyan Technology Corporation,8.6517478,49.8685894
Telekom_FON,d4:21:22:a5:07:3c,"",Sercomm Corporation,8.6624192,49.8693794
sunda,9c:c7:a6:89:28:9d,"",AVM GmbH,8.6412594,49.8688735
dorm11,88:f7:c7:46:02:97,"",Technicolor CH USA Inc.,8.6624192,49.8693794
WLAN-531652,94:4a:0c:a4:9a:db,"",Sercomm Corporation,8.6416781,49.8749511
NETGEAR45,04:a1:51:37:91:28,[WPA2-PSK-CCMP][WPS][ESS],NETGEAR,8.65024315637478,49.8817335237256
TUDWeb,d0:c7:89:32:d9:f2,"","Cisco Systems, Inc",8.6337345,49.8696482
FRITZ!Box 7312,24:65:11:5a:22:71,WPA-PSK-TKIP,AVM GmbH,8.661525,49.879957
WLAN-D98B34,74:31:70:d9:8b:22,[WPA2-PSK-CCMP][WPS][ESS],Arcadyan Technology Corporation,8.66030948890968,49.8712385886851
dr-renis-wlan,34:81:c4:2a:5e:71,[WPA2-PSK-CCMP][ESS],AVM GmbH,8.65343783452728,49.8808893969761
Planck,00:22:b0:f2:56:2b,"",D-Link Corporation,8.68296941183,49.9241627853964
Schenck_RoTec_Wlan,f0:29:29:0e:a9:ad,[WPA2-EAP-CCMP-preauth][ESS],"Cisco Systems, Inc",8.63900865242207,49.8786571286207
NETGEAR47,dc:ef:09:b0:47:32,[WPA2-PSK-CCMP][WPS][ESS],NETGEAR,8.66021423275147,49.8580778992255
wilhelm,5c:49:79:3e:d8:3c,"",AVM Audiovisuelles Marketing und Computersysteme GmbH,8.6718178,49.8702494
WLAN-39C541,08:96:d7:ec:ca:50,"",AVM GmbH,8.671132,49.882408
FRITZ!Box Fon WLAN 7390,bc:05:43:ca:7a:54,WPA-PSK-TKIP,AVM GmbH,8.663078,49.880404
alkan,00:1b:2f:db:55:7e,"",NETGEAR,8.6676901,49.8709899
wolfskehlstrasse,00:1b:2f:f3:ed:b2,"",NETGEAR,8.669725,49.879399
freefiiAmanusa,14:cc:20:a9:08:ca,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.6535002,49.870524
UPC2831764,88:f7:c7:9b:09:65,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Technicolor CH USA Inc.,8.65572109376044,49.8684543924318
Anbu Illam,4c:e6:76:64:21:2e,[WPA2-PSK-CCMP][WPS][ESS],BUFFALO.INC,8.64746961281305,49.881375689252
home,f4:f2:6d:49:f9:fc,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.6397417,49.8710468
o2-WLAN17,18:83:bf:56:c1:0c,"",Arcadyan Technology Corporation,8.661194525,49.87480315
matchbox,34:31:c4:60:7d:7c,"",AVM GmbH,8.661124775,49.87391705
sherrie,20:4e:7f:57:be:d4,"",NETGEAR,8.6707705,49.8820306
WLAN-KHS,34:81:c4:ed:0f:9c,"",AVM GmbH,8.6411677,49.8712771
WLAN-ADF862,00:12:bf:ad:f8:ce,"",Arcadyan Technology Corporation,8.6555137,49.8728404
WLAN-6A7812,74:31:70:6a:78:fb,[WPA2-PSK-CCMP][WPS][ESS],Arcadyan Technology Corporation,8.6589336118882,49.8699971435771
Wer-das-liest-ist-awesome,18:83:bf:71:10:9a,"",Arcadyan Technology Corporation,8.6426844,49.8718127
belkin.384e,08:86:3b:9b:38:2e,"",Belkin International Inc.,8.658466,49.88007
WLAN-FCE923,74:31:70:fc:e9:0b,WPA2-PSK-CCMP,Arcadyan Technology Corporation,8.660373,49.880029
dlink,b8:a3:86:9c:c5:8e,WPA-PSK-CCMP+TKIP,D-Link International,8.66232,49.877749
WLAN-EA7512,84:9c:a6:ea:75:39,"",Arcadyan Technology Corporation,8.640287,49.8691787
FRITZ!Box 7312,08:96:d7:5c:64:56,"",AVM GmbH,8.672232,49.875686
UPC1097811,8c:04:ff:bd:13:e9,"",Technicolor CH USA Inc.,8.641792,49.872046
WLAN-139389,18:83:bf:51:ec:db,"",Arcadyan Technology Corporation,8.6385934,49.8761511
www-tobo-biz_002,00:1c:f0:62:a7:8d,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,D-Link Corporation,8.66292869288133,49.8607396583544
FRITZ!Box 7312,24:65:11:7a:42:6f,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.65704363374414,49.8635626118167
esa-public,44:e4:d9:84:9b:51,"","Cisco Systems, Inc",8.6423533,49.8706664
DIES//DAS//ANANAS,c4:a8:1d:8a:e1:18,"",D-Link International,8.673024,49.886185
EasyBox-CDBB42,88:03:55:cd:bb:8a,WPA-PSK-CCMP+TKIP,Arcadyan Technology Corporation,8.664989,49.881898
ALICE-WLAN83,00:1c:28:79:eb:2f,"",Sphairon Technologies GmbH,8.657989,49.881168
Vostane,5c:d9:98:2c:eb:22,"",D-Link Corporation,8.674543,49.888444
Powerline WZ,24:65:11:cd:8e:e8,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.65895910306867,49.8578181371724
Telekom_FON,18:83:bf:e9:f1:96,[ESS],Arcadyan Technology Corporation,8.64544615753498,49.8629381143019
WLAN 3370,34:31:c4:e0:a6:56,"",AVM GmbH,8.6453006,49.8654719
TUDWeb,b0:aa:77:ad:de:cf,"","Cisco Systems, Inc",8.67635480090332,49.8613289138489
BST,bc:05:43:cb:cd:5b,"",AVM GmbH,8.679037,49.88359
easy-o-benz-31AD40,a8:d3:f7:31:ad:4e,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Arcadyan Technology Corporation,8.65686014540524,49.85979628249
UPC2614760,88:f7:c7:50:36:e7,"",Technicolor CH USA Inc.,8.6625752,49.8691112
Hali Gali,94:4a:0c:3a:83:1c,"",Sercomm Corporation,8.6511199,49.8713196
TUDWeb,00:21:1b:c2:cd:0e,"","Cisco Systems, Inc",8.6601573,49.8756573
WLAN-17FE46,1c:c6:3c:17:fe:af,[WPA2-PSK-CCMP][WPS][ESS],Arcadyan Technology Corporation,8.64456768281525,49.8647392734013
BKA_Ortungsdienst,c0:3f:0e:4a:26:b4,[WPA2-PSK-CCMP][ESS],NETGEAR,8.65313666213007,49.8836756571271
Telekom_FON,94:4a:0c:b3:a8:46,[ESS],Sercomm Corporation,8.64238126489021,49.8846589965053
EasyBox-295943,94:4a:0c:42:e4:42,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Sercomm Corporation,8.65522091847318,49.8693200947453
WLAN-2C7276,84:9c:a6:2c:72:90,"",Arcadyan Technology Corporation,8.65719,49.882216
Der-Pate,88:f7:c7:a0:31:20,"",Technicolor CH USA Inc.,8.6365479,49.8700534
o2-WLAN46,a0:e4:cb:3e:61:72,[WPA2-PSK-CCMP][WPS][ESS],ZyXEL Communications Corporation,8.6427376183811,49.8844954110019
Prinz-Heinrich Zimmer 1 - 8,00:a0:f9:47:e4:09,"",BINTEC COMMUNICATIONS GMBH,8.6470038,49.8715773
Hier koennte Ihre Werbung stehen,dc:53:7c:ac:a7:db,"","Compal Broadband Networks, Inc.",8.6432876,49.8646203
eduroam,1c:1d:86:06:6d:ed,"","Cisco Systems, Inc",8.638956,49.873006
UPC1977146,c4:27:95:8a:17:ee,"",Technicolor CH USA Inc.,8.6245224,49.8717616
WLAN-576250,4c:09:d4:16:55:47,[WPA2-PSK-CCMP][WPS][ESS],Arcadyan Technology Corporation,8.64698156347492,49.8632811825255
FreeWiFi@Socialwave,c4:6e:1f:2b:8a:7c,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.6470038,49.8715773
WLAN-A6F926,88:25:2c:a6:f9:2c,WPA-PSK-CCMP+TKIP,Arcadyan Technology Corporation,8.664266,49.880325
WLAN-435524,d4:21:22:9a:c1:6d,WPA2-PSK-CCMP,Sercomm Corporation,8.660401,49.880074
Locarno,c0:25:06:4f:da:d9,"",AVM GmbH,8.6468699,49.8722363
Gastzugang,18:83:bf:c9:55:a1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Arcadyan Technology Corporation,8.6627443757351,49.8606406631042
Telekom_FON,d4:21:22:66:d2:f4,"",Sercomm Corporation,8.6660477,49.8823144
WifOR,c4:e9:84:96:d2:c5,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.6489347,49.87146765
Lady Millione,7c:4f:b5:df:96:35,[WPA2-PSK-CCMP][WPS][ESS],Arcadyan Technology Corporation,8.64228620021141,49.8620626137025
HP-Print-63-ENVY 4500 series,fc:15:b4:d5:ff:63,"",Hewlett Packard,8.640805,49.8643003
FRITZ!Box WLAN 3370,24:65:11:5c:5e:ac,"",AVM GmbH,8.684104,49.882752
IsKe WLAN hinten,74:da:38:26:76:82,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],Edimax Technology Co. Ltd.,8.65724857893688,49.8807304501584
Skinfit Shop,34:31:c4:39:bf:a4,[WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.65325083818846,49.8593630476167
evonik_hotspot,00:12:da:e5:2b:f0,"","Cisco Systems, Inc",8.6378093,49.8778504
WLAN-938461,18:83:bf:e9:f1:95,[WPA2-PSK-CCMP][WPS][ESS],Arcadyan Technology Corporation,8.64537313883257,49.8628963666695
Lennart Hofstetter,9c:80:df:7c:1f:27,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Arcadyan Technology Corporation,8.6616418765595,49.8674064751216
appicaptor,1c:1d:86:0e:74:4c,"","Cisco Systems, Inc",8.638608,49.872083
NETGEAR53,9c:d3:6d:0e:16:b6,"",NETGEAR,8.66209084259601,49.8744977688923
Arcor-526123,00:1d:19:52:61:6f,"",Arcadyan Technology Corporation,8.6696081,49.868892
UPC1813181,c4:27:95:77:af:61,"",Technicolor CH USA Inc.,8.6399444,49.8703482
TUDWeb,20:4c:9e:a2:70:fd,[ESS],"Cisco Systems, Inc",8.65699281710121,49.8735006464219
TUDWeb,c8:f9:f9:83:63:f2,"","Cisco Systems, Inc",8.655781,49.87655
FRITZ!Box 7490,34:31:c4:3c:75:5e,"",AVM GmbH,8.6408709,49.8638589
WLAN-8AB461,88:03:55:8a:b4:5c,[WPA2-PSK-CCMP][WPS][ESS],Arcadyan Technology Corporation,8.64876261791809,49.8772693635424
WLAN-20B771,00:1d:19:20:b7:c2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Arcadyan Technology Corporation,8.66372269153421,49.8613954407083
Marceli_Netz3,5c:49:79:6f:00:8d,"",AVM Audiovisuelles Marketing und Computersysteme GmbH,8.662492325,49.86925368125
FRITZ!Box 4020 EA,c8:0e:14:1f:8b:df,"",AVM Audiovisuelles Marketing und Computersysteme GmbH,8.640351,49.8705141
Matrix5,c0:25:06:ba:95:22,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.66559777125065,49.8607148309946
Speedlink-719-5G,a0:e4:cb:0d:4f:7c,"",ZyXEL Communications Corporation,8.6455264,49.8654804
dlinkneu,34:08:04:d8:e5:50,"",D-Link Corporation,8.6262155,49.8721015
Telekom_FON,4c:09:d4:97:70:c4,[ESS],Arcadyan Technology Corporation,8.6474950300565,49.8814929356228
eduroam,64:ae:0c:65:ed:0c,"","Cisco Systems, Inc",8.6569124,49.8763316
WLAN-995521,18:83:bf:8d:14:db,WPA2-PSK-CCMP,Arcadyan Technology Corporation,8.663149,49.88064
ergo,9c:c7:a6:3d:37:d2,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.64802122193588,49.8675114668289
FK2805,1c:bd:b9:2b:ba:b4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,D-Link International,8.66239484302607,49.8654299692337
Sanatarium,c0:4a:00:d3:fe:be,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.67033,49.882899
FRITZ!Box 7362 SL,34:31:c4:1e:24:94,"",AVM GmbH,8.677545,49.885638
Gastzugang,88:03:55:e3:23:51,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Arcadyan Technology Corporation,8.65844889036415,49.8690093051848
IKDA,e0:91:f5:50:14:a9,"",NETGEAR,8.656441,49.879216
58934513,00:1f:1f:3e:52:47,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],Edimax Technology Co. Ltd.,8.65335469081293,49.8628269595736
WLAN-282114,d4:21:22:75:81:e5,"",Sercomm Corporation,8.659765,49.881922
UPC76BD2DF,54:67:51:02:85:58,"","Compal Broadband Networks, Inc.",8.666061,49.883127
California_SF,40:16:7e:57:fd:c4,WPA2-PSK-CCMP,ASUSTek COMPUTER INC.,8.664259,49.878748
Cimbom,34:08:04:d5:d7:94,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,D-Link Corporation,8.65457936195651,49.8669262228932
TUDWeb,00:27:0d:49:5d:92,"","Cisco Systems, Inc",8.6581547,49.8757285
uko WIREless ((( i ))),34:31:c4:b6:6e:d2,"",AVM GmbH,8.6423533,49.8706664
o2-WLAN59,a0:e4:cb:95:4b:3c,"",ZyXEL Communications Corporation,8.6399332,49.8710519
Hoehlenfunk,34:81:c4:31:c3:77,"",AVM GmbH,8.6423533,49.8706664
BeWo-WLAN,5c:49:79:2e:08:af,"",AVM Audiovisuelles Marketing und Computersysteme GmbH,8.6471356,49.8715368
EasyBox-670008,4c:09:d4:67:00:e2,WPA-PSK-CCMP+TKIP,Arcadyan Technology Corporation,8.66456,49.880972
TUDWeb,34:a8:4e:fc:f9:72,"","Cisco Systems, Inc",8.6568034,49.876304
Apple-TV,00:1f:45:7e:58:7b,"",Enterasys,8.6484457,49.8724421
Fritz Funke,00:1f:3f:18:14:5c,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.65073321558922,49.8821567845854
Telekom_FON,18:83:bf:23:13:ac,"",Arcadyan Technology Corporation,8.675176,49.884922
Foda,f0:7d:68:7c:b6:0e,"",D-Link Corporation,8.6347938,49.8695387
WLAN-713420,d4:21:22:ec:6b:6d,[WPA2-PSK-CCMP][WPS][ESS],Sercomm Corporation,8.66479912889411,49.8672617641964
Heiko,00:24:fe:aa:56:5f,WPA-PSK-TKIP,AVM GmbH,8.661058,49.879301
o2-WLAN42,84:9c:a6:30:4a:32,[WPA2-PSK-CCMP-preauth][WPS][ESS],Arcadyan Technology Corporation,8.65821309880891,49.8659338784145
WLAN-503E89,1c:c6:3c:50:3e:70,"",Arcadyan Technology Corporation,8.658242,49.883209
DA-Guestnet,a0:48:1c:37:93:30,"",Hewlett Packard,8.6423533,49.8706664
Speedlink-936,4c:9e:ff:95:c9:0e,"",ZyXEL Communications Corporation,8.6511281,49.8728019
mslieferantenzugang,e8:ed:f3:28:4a:7b,"","Cisco Systems, Inc",8.6532463,49.8705258
